2693968151981071411 [9, 1719, 3424, 5129, 6834, 8539]
-8852631971233447929 [1578, 3283, 4988, 6693, 8398]
7207702623723000293 [1579, 3284, 4989, 6694, 8399]
4911111410419437110 [1580, 3285, 4990, 6695, 8400]
-3706034193357095275 [1581, 3286, 4991, 6696, 8401]
-5158585415992167008 [1582, 3287, 4992, 6697, 8402]
8976624587467412808 [1583, 3288, 4993, 6698, 8403]
-81468330985235600 [1584, 3289, 4994, 6699, 8404]
-7804027151049215834 [1585, 3290, 4995, 6700, 8405]
1043468220420635734 [1586, 3291, 4996, 6701, 8406]
2155725817696242101 [1587, 3292, 4997, 6702, 8407]
-77742118810757211 [1588, 3293, 4998, 6703, 8408]
3371433664696787789 [1589, 3294, 4999, 6704, 8409]
-7638107044682926401 [1590, 3295, 5000, 6705, 8410]
-3335660895621590932 [1591, 3296, 5001, 6706, 8411]
-5691988722020041861 [1592, 3297, 5002, 6707, 8412]
2728098698250976540 [1593, 3298, 5003, 6708, 8413]
-2095718812771987672 [1594, 3299, 5004, 6709, 8414]
8045392033086430918 [1595, 3300, 5005, 6710, 8415]
2454489959092887838 [1596, 3301, 5006, 6711, 8416]
4642239333561162015 [1597, 3302, 5007, 6712, 8417]
-1332856149049796022 [1598, 3303, 5008, 6713, 8418]
-1617943254222047548 [1599, 3304, 5009, 6714, 8419]
6361174354350545154 [1600, 3305, 5010, 6715, 8420]
5361895359011619330 [1601, 3306, 5011, 6716, 8421]
-3104184371779980558 [1602, 3307, 5012, 6717, 8422]
2497293897295127032 [1603, 3308, 5013, 6718, 8423]
5724796681271525661 [1604, 3309, 5014, 6719, 8424]
-8699892835546097851 [1605, 3310, 5015, 6720, 8425]
3438982030983161283 [1606, 3311, 5016, 6721, 8426]
2181573536239254730 [1607, 3312, 5017, 6722, 8427]
-4971436074742640330 [1608, 3313, 5018, 6723, 8428]
7997084037316396495 [1609, 3314, 5019, 6724, 8429]
4070169365347288795 [1610, 3315, 5020, 6725, 8430]
-6062758108248366388 [1611, 3316, 5021, 6726, 8431]
4543070025461317630 [1612, 3317, 5022, 6727, 8432]
3010476375722400380 [1613, 3318, 5023, 6728, 8433]
-135511672596538380 [1614, 3319, 5024, 6729, 8434]
-3628183706248706055 [1615, 3320, 5025, 6730, 8435]
-6087749731194920510 [1616, 3321, 5026, 6731, 8436]
2181611427729460067 [1617, 3322, 5027, 6732, 8437]
8486561660009460162 [1618, 3323, 5028, 6733, 8438]
-7444449018239454093 [1619, 3324, 5029, 6734, 8439]
2385749799989446350 [1620, 3325, 5030, 6735, 8440]
-7130311313954888103 [1621, 3326, 5031, 6736, 8441]
-3183601313341886863 [1622, 3327, 5032, 6737, 8442]
-6545063780926023331 [1623, 3328, 5033, 6738, 8443]
7243833111289520205 [1624, 3329, 5034, 6739, 8444]
-1880113915711878421 [1625, 3330, 5035, 6740, 8445]
-3741884500638717807 [1626, 3331, 5036, 6741, 8446]
-6681977636706431165 [1627, 3332, 5037, 6742, 8447]
7540818550179979132 [1628, 3333, 5038, 6743, 8448]
-4516507455847482775 [1629, 3334, 5039, 6744, 8449]
4961579139550432501 [1630, 3335, 5040, 6745, 8450]
-2320957028721237413 [1631, 3336, 5041, 6746, 8451]
-6583236587601276432 [1632, 3337, 5042, 6747, 8452]
6463701466067374223 [1633, 3338, 5043, 6748, 8453]
127284163877921875 [1634, 3339, 5044, 6749, 8454]
-5389135302610436126 [1635, 3340, 5045, 6750, 8455]
3205157760986760318 [1636, 3341, 5046, 6751, 8456]
8006243994491306089 [1637, 3342, 5047, 6752, 8457]
-7042930484362515886 [1638, 3343, 5048, 6753, 8458]
-5737877860816809171 [1639, 3344, 5049, 6754, 8459]
-654066266690825221 [1640, 3345, 5050, 6755, 8460]
3487188249971006023 [1641, 3346, 5051, 6756, 8461]
-5287052953644665615 [1642, 3347, 5052, 6757, 8462]
7381426653023118274 [1643, 3348, 5053, 6758, 8463]
-2893976876188843922 [1644, 3349, 5054, 6759, 8464]
-2272071343277498476 [1645, 3350, 5055, 6760, 8465]
-2436928832218967198 [1646, 3351, 5056, 6761, 8466]
3573586731143007725 [1647, 3352, 5057, 6762, 8467]
7993636454281038492 [1648, 3353, 5058, 6763, 8468]
-6535779864680179812 [1649, 3354, 5059, 6764, 8469]
4727592119286154054 [1650, 3355, 5060, 6765, 8470]
-7702997951197156118 [1651, 3356, 5061, 6766, 8471]
-4846226253364847907 [1652, 3357, 5062, 6767, 8472]
-5958658824351059369 [1653, 3358, 5063, 6768, 8473]
-3997211094503025383 [1654, 3359, 5064, 6769, 8474]
-6575545935613401724 [1655, 3360, 5065, 6770, 8475]
-4397221687882531275 [1656, 3361, 5066, 6771, 8476]
-1335366342174208742 [1657, 3362, 5067, 6772, 8477]
5804097988743928119 [1658, 3363, 5068, 6773, 8478]
5134772221644811955 [1659, 3364, 5069, 6774, 8479]
-795436623217806191 [1660, 3365, 5070, 6775, 8480]
-8606930175803362251 [1661, 3366, 5071, 6776, 8481]
1833163697515425759 [1662, 3367, 5072, 6777, 8482]
8657345923492270715 [1663, 3368, 5073, 6778, 8483]
-82128976623358268 [1664, 3369, 5074, 6779, 8484]
1521691852402734487 [1665, 3370, 5075, 6780, 8485]
-1573336605398201637 [1666, 3371, 5076, 6781, 8486]
3193789917162464778 [1667, 3372, 5077, 6782, 8487]
-109438183472513512 [1668, 3373, 5078, 6783, 8488]
-8617335249359651254 [1669, 3374, 5079, 6784, 8489]
1199384662753481709 [1670, 3375, 5080, 6785, 8490]
-2972046444722424959 [1671, 3376, 5081, 6786, 8491]
4350010865454904244 [1672, 3377, 5082, 6787, 8492]
-6765848672296180188 [1673, 3378, 5083, 6788, 8493]
-8948521280577164590 [1674, 3379, 5084, 6789, 8494]
1670038030804187674 [1675, 3380, 5085, 6790, 8495]
7641183216205943312 [1676, 3381, 5086, 6791, 8496]
5931656207849783409 [1677, 3382, 5087, 6792, 8497]
-8445400817715625199 [1678, 3383, 5088, 6793, 8498]
3133614355429867203 [1679, 3384, 5089, 6794, 8499]
4148910024350137786 [1680, 3385, 5090, 6795, 8500]
-6319173384642770432 [1681, 3386, 5091, 6796, 8501]
1656434846629002924 [1682, 3387, 5092, 6797, 8502]
-3478533329962657288 [1683, 3388, 5093, 6798, 8503]
-8402366582076242146 [1684, 3389, 5094, 6799, 8504]
-6996492788144402504 [1685, 3390, 5095, 6800, 8505]
1940384241148407583 [1686, 3391, 5096, 6801, 8506]
1932190368169462262 [1687, 3392, 5097, 6802, 8507]
-4054333655275969288 [1688, 3393, 5098, 6803, 8508]
-4068663293434879971 [1689, 3394, 5099, 6804, 8509]
1225764704132126681 [1690, 3395, 5100, 6805, 8510]
-6073132261799739903 [1691, 3396, 5101, 6806, 8511]
-7811080553449532644 [1692, 3397, 5102, 6807, 8512]
2205190088008303882 [1693, 3398, 5103, 6808, 8513]
5714605732015910910 [1694, 3399, 5104, 6809, 8514]
2437091304542949034 [1695, 3400, 5105, 6810, 8515]
927044476010161350 [1696, 3401, 5106, 6811, 8516]
5502470015342768006 [1697, 3402, 5107, 6812, 8517]
5451737957992741671 [1698, 3403, 5108, 6813, 8518]
-2970348204988746329 [1699, 3404, 5109, 6814, 8519]
-5859968014949308699 [1700, 3405, 5110, 6815, 8520]
-7723648943129363756 [1701, 3406, 5111, 6816, 8521]
7321350936289047408 [1702, 3407, 5112, 6817, 8522]
-8140276007487194729 [1703, 3408, 5113, 6818, 8523]
3739117158542363121 [1704, 3409, 5114, 6819, 8524]
685983197881897237 [1705, 3410, 5115, 6820, 8525]
-5107296736195606565 [1706, 3411, 5116, 6821, 8526]
6019701441790759218 [1707, 3412, 5117, 6822, 8527]
905406701639137545 [1708, 3413, 5118, 6823, 8528]
-5408384138693635022 [1709, 3414, 5119, 6824, 8529]
-8967429191541361119 [1710, 3415, 5120, 6825, 8530]
2966689363977911407 [1711, 3416, 5121, 6826, 8531]
2225419479560476124 [1712, 3417, 5122, 6827, 8532]
5784732563484133757 [1713, 3418, 5123, 6828, 8533]
-5963488364836752926 [1714, 3419, 5124, 6829, 8534]
7848221573693355508 [1715, 3420, 5125, 6830, 8535]
8699754929817274665 [1716, 3421, 5126, 6831, 8536]
-518942515507017324 [1717, 3422, 5127, 6832, 8537]
-6465500368554047560 [1718, 3423, 5128, 6833, 8538]
3477237682876797597 [1720, 3425, 5130, 6835, 8540]
-231930883974952784 [1723, 3428, 5133, 6838, 8543]
1562141357554756693 [1724, 3429, 5134, 6839, 8544]
-8817906166176198622 [1725, 3430, 5135, 6840, 8545]
5991157663969812849 [1726, 3431, 5136, 6841, 8546]
4798296501899182626 [1727, 3432, 5137, 6842, 8547]
3065687187359472075 [1728, 3433, 5138, 6843, 8548]
-8598799843596543286 [1729, 3434, 5139, 6844, 8549]
3003707291947668083 [1730, 3435, 5140, 6845, 8550]
826177203604853482 [1731, 3436, 5141, 6846, 8551]
-6102293530622808216 [1732, 3437, 5142, 6847, 8552]
446257618439535997 [1733, 3438, 5143, 6848, 8553]
9165809655684399663 [1734, 3439, 5144, 6849, 8554]
-2444052625677901632 [1739, 3444, 5149, 6854, 8559]
-3296448782428065873 [1740, 3445, 5150, 6855, 8560]
3300664702097884133 [1741, 3446, 5151, 6856, 8561]
-8964780859395479964 [1742, 3447, 5152, 6857, 8562]
8095574820045693139 [1744, 3449, 5154, 6859, 8564]
-299854055949075593 [1745, 3450, 5155, 6860, 8565]
4028605067239984758 [1746, 3451, 5156, 6861, 8566]
2115230534002674225 [1747, 3452, 5157, 6862, 8567]
3402850154643036754 [1748, 3453, 5158, 6863, 8568]
1484355860236904714 [1749, 3454, 5159, 6864, 8569]
5159504333921594930 [1750, 3455, 5160, 6865, 8570]
-2359953821157506419 [1751, 3456, 5161, 6866, 8571]
-4002515400166740133 [1752, 3457, 5162, 6867, 8572]
6800665294174305908 [1753, 3458, 5163, 6868, 8573]
7348962774167372468 [1754, 3459, 5164, 6869, 8574]
5950306868313161953 [1755, 3460, 5165, 6870, 8575]
-6010566128746040268 [1756, 3461, 5166, 6871, 8576]
3654823450106358793 [1757, 3462, 5167, 6872, 8577]
8018773761613151067 [1758, 3463, 5168, 6873, 8578]
2415831235250816911 [1759, 3464, 5169, 6874, 8579]
-3388452022779217471 [1760, 3465, 5170, 6875, 8580]
2035490593253676531 [1761, 3466, 5171, 6876, 8581]
7244279448502001658 [1762, 3467, 5172, 6877, 8582]
32225090185632268 [1763, 3468, 5173, 6878, 8583]
3893600486104530928 [1764, 3469, 5174, 6879, 8584]
8741089843977548744 [1765, 3470, 5175, 6880, 8585]
-5760324311320267051 [1766, 3471, 5176, 6881, 8586]
-3658941014376927886 [1767, 3472, 5177, 6882, 8587]
-3113655338734419248 [1768, 3473, 5178, 6883, 8588]
4719411707368020530 [1769, 3474, 5179, 6884, 8589]
-3483808318898083305 [1770, 3475, 5180, 6885, 8590]
-8136572604422787219 [1771, 3476, 5181, 6886, 8591]
4967702397802068855 [1772, 3477, 5182, 6887, 8592]
-6181555714048097165 [1773, 3478, 5183, 6888, 8593]
1001452004177298212 [1774, 3479, 5184, 6889, 8594]
8363706999178582790 [1775, 3480, 5185, 6890, 8595]
-4609251167461313166 [1776, 3481, 5186, 6891, 8596]
-8084953843168885231 [1777, 3482, 5187, 6892, 8597]
6985750956042218395 [1778, 3483, 5188, 6893, 8598]
-3164963566110798538 [1779, 3484, 5189, 6894, 8599]
5826203072582586730 [1780, 3485, 5190, 6895, 8600]
-2483056967971438958 [1781, 3486, 5191, 6896, 8601]
8047467318089298995 [1782, 3487, 5192, 6897, 8602]
1289828613536784672 [1783, 3488, 5193, 6898, 8603]
1437764503943799903 [1784, 3489, 5194, 6899, 8604]
5235687127650411721 [1786, 3491, 5196, 6901, 8606]
-6704881523182756607 [1787, 3492, 5197, 6902, 8607]
-5463957821115908136 [1788, 3493, 5198, 6903, 8608]
-4784536188247135082 [1789, 3494, 5199, 6904, 8609]
1646195026170284569 [1790, 3495, 5200, 6905, 8610]
7332403444457932027 [1791, 3496, 5201, 6906, 8611]
-1019142990980905253 [1792, 3497, 5202, 6907, 8612]
2983491375155496196 [1793, 3498, 5203, 6908, 8613]
7077664281018902958 [1794, 3499, 5204, 6909, 8614]
6483702484148046310 [1795, 3500, 5205, 6910, 8615]
1010409386320106875 [1796, 3501, 5206, 6911, 8616]
6921878131633382192 [1797, 3502, 5207, 6912, 8617]
-3098850646359964341 [1798, 3503, 5208, 6913, 8618]
-5176827999558494458 [1799, 3504, 5209, 6914, 8619]
4988328572490281073 [1800, 3505, 5210, 6915, 8620]
6113290787068492424 [1801, 3506, 5211, 6916, 8621]
-3527733128913158682 [1802, 3507, 5212, 6917, 8622]
-1021798127269053012 [1803, 3508, 5213, 6918, 8623]
-9082351836552687342 [1804, 3509, 5214, 6919, 8624]
5501539539399877615 [1805, 3510, 5215, 6920, 8625]
-3650873630220400333 [1806, 3511, 5216, 6921, 8626]
6914386717374607672 [1807, 3512, 5217, 6922, 8627]
8250845485122880818 [1808, 3513, 5218, 6923, 8628]
4077433121419141753 [1809, 3514, 5219, 6924, 8629]
-1550932160387277272 [1810, 3515, 5220, 6925, 8630]
6248209636905728425 [1811, 3516, 5221, 6926, 8631]
3160655153560652395 [1812, 3517, 5222, 6927, 8632]
-1584961977152363416 [1813, 3518, 5223, 6928, 8633]
3559899613465221578 [1814, 3519, 5224, 6929, 8634]
-6612986894450665951 [1815, 3520, 5225, 6930, 8635]
-4013912401584767424 [1816, 3521, 5226, 6931, 8636]
-3727126439939865647 [1817, 3522, 5227, 6932, 8637]
-4093972864655592498 [1818, 3523, 5228, 6933, 8638]
-2554244186800603893 [1819, 3524, 5229, 6934, 8639]
5998444836538269035 [1820, 3525, 5230, 6935, 8640]
-1906759819298002190 [1821, 3526, 5231, 6936, 8641]
1228550190893232390 [1822, 3527, 5232, 6937, 8642]
-7721760929333415923 [1823, 3528, 5233, 6938, 8643]
626823358001979141 [1825, 3530, 5235, 6940, 8645]
-8430338091457382506 [1826, 3531, 5236, 6941, 8646]
5796696801051236371 [1827, 3532, 5237, 6942, 8647]
8861780819293805804 [1828, 3533, 5238, 6943, 8648]
3926521551741410495 [1829, 3534, 5239, 6944, 8649]
-2418514865042588062 [1830, 3535, 5240, 6945, 8650]
8240807598315851739 [1831, 3536, 5241, 6946, 8651]
-2543795957089181530 [1832, 3537, 5242, 6947, 8652]
3550463791545049289 [1833, 3538, 5243, 6948, 8653]
7943384291397519466 [1834, 3539, 5244, 6949, 8654]
-5468476557117302733 [1835, 3540, 5245, 6950, 8655]
-7930812263432520833 [1836, 3541, 5246, 6951, 8656]
6484087445985257481 [1837, 3542, 5247, 6952, 8657]
-3582667961367205254 [1839, 3544, 5249, 6954, 8659]
6104683780239691564 [1840, 3545, 5250, 6955, 8660]
8416022829069482524 [1841, 3546, 5251, 6956, 8661]
-5443204029418655373 [1842, 3547, 5252, 6957, 8662]
4420274399181549627 [1843, 3548, 5253, 6958, 8663]
7228803077475147232 [1844, 3549, 5254, 6959, 8664]
5973087851042256876 [1845, 3550, 5255, 6960, 8665]
3631201096211511913 [1846, 3551, 5256, 6961, 8666]
-1309708429478440613 [1847, 3552, 5257, 6962, 8667]
6304846481563742212 [1848, 3553, 5258, 6963, 8668]
6948935515293057077 [1849, 3554, 5259, 6964, 8669]
731445849599723344 [1850, 3555, 5260, 6965, 8670]
-7410190063080868885 [1851, 3556, 5261, 6966, 8671]
-6805199099433181322 [1852, 3557, 5262, 6967, 8672]
-7731997250307544291 [1853, 3558, 5263, 6968, 8673]
892056248070021500 [1854, 3559, 5264, 6969, 8674]
7869462891527849102 [1855, 3560, 5265, 6970, 8675]
-8036762111873148221 [1856, 3561, 5266, 6971, 8676]
-6104365281063019670 [1857, 3562, 5267, 6972, 8677]
8376203914012059578 [1858, 3563, 5268, 6973, 8678]
-5727905378157439098 [1859, 3564, 5269, 6974, 8679]
7769936784092337849 [1860, 3565, 5270, 6975, 8680]
-2104023909914150828 [1861, 3566, 5271, 6976, 8681]
-2869095524006026647 [1862, 3567, 5272, 6977, 8682]
-5108095265392966526 [1863, 3568, 5273, 6978, 8683]
6287519687644958608 [1864, 3569, 5274, 6979, 8684]
2320280948933345334 [1865, 3570, 5275, 6980, 8685]
-8331846760526073854 [1866, 3571, 5276, 6981, 8686]
4311609271180981536 [1867, 3572, 5277, 6982, 8687]
-8419507093952185793 [1868, 3573, 5278, 6983, 8688]
-7585558815241397415 [1869, 3574, 5279, 6984, 8689]
-3471583133835928023 [1870, 3575, 5280, 6985, 8690]
-1592157464417529078 [1871, 3576, 5281, 6986, 8691]
6580272511819676676 [1872, 3577, 5282, 6987, 8692]
-6733412723676854190 [1873, 3578, 5283, 6988, 8693]
-8645194754110709853 [1874, 3579, 5284, 6989, 8694]
2958396414266731580 [1875, 3580, 5285, 6990, 8695]
327178835398692272 [1876, 3581, 5286, 6991, 8696]
-2358932271292014316 [1877, 3582, 5287, 6992, 8697]
-1093285175615572095 [1878, 3583, 5288, 6993, 8698]
-2104349484872913029 [1879, 3584, 5289, 6994, 8699]
4480284661799864895 [1880, 3585, 5290, 6995, 8700]
5153240794059311608 [1881, 3586, 5291, 6996, 8701]
4637560355146301322 [1882, 3587, 5292, 6997, 8702]
-2082112427742699577 [1883, 3588, 5293, 6998, 8703]
-8669918311623527215 [1884, 3589, 5294, 6999, 8704]
-7532059295060070040 [1885, 3590, 5295, 7000, 8705]
-5690100584472285093 [1886, 3591, 5296, 7001, 8706]
5589827337180572457 [1887, 3592, 5297, 7002, 8707]
9120611923285792154 [1888, 3593, 5298, 7003, 8708]
7274121656434196219 [1889, 3594, 5299, 7004, 8709]
5271657932705006162 [1890, 3595, 5300, 7005, 8710]
2916290106362364012 [1891, 3596, 5301, 7006, 8711]
-9000470730366818646 [1892, 3597, 5302, 7007, 8712]
-3334289303468234670 [1893, 3598, 5303, 7008, 8713]
3315536905801075111 [1894, 3599, 5304, 7009, 8714]
2305154078863165795 [1895, 3600, 5305, 7010, 8715]
2550226893256374739 [1896, 3601, 5306, 7011, 8716]
-7694022284091173400 [1897, 3602, 5307, 7012, 8717]
6542603754798868456 [1898, 3603, 5308, 7013, 8718]
8480614256421185498 [1899, 3604, 5309, 7014, 8719]
2136761906152722054 [1900, 3605, 5310, 7015, 8720]
755356263770214974 [1901, 3606, 5311, 7016, 8721]
-1429658446187791997 [1902, 3607, 5312, 7017, 8722]
-1174941881570551141 [1903, 3608, 5313, 7018, 8723]
-5797940105328505523 [1904, 3609, 5314, 7019, 8724]
2843660590012972266 [1905, 3610, 5315, 7020, 8725]
-4843400920233500880 [1906, 3611, 5316, 7021, 8726]
6321205479808221329 [1907, 3612, 5317, 7022, 8727]
3679239987302332847 [1908, 3613, 5318, 7023, 8728]
7667907748203437401 [1909, 3614, 5319, 7024, 8729]
237375928952742937 [1910, 3615, 5320, 7025, 8730]
-8842778841915658794 [1911, 3616, 5321, 7026, 8731]
3167422654675898410 [1912, 3617, 5322, 7027, 8732]
596666133281143540 [1913, 3618, 5323, 7028, 8733]
5850568390094033521 [1914, 3619, 5324, 7029, 8734]
8804621051200768904 [1915, 3620, 5325, 7030, 8735]
7442406754266422838 [1916, 3621, 5326, 7031, 8736]
3282875036467299259 [1917, 3622, 5327, 7032, 8737]
-5433128369707266256 [1918, 3623, 5328, 7033, 8738]
6792857263496015387 [1919, 3624, 5329, 7034, 8739]
-6962917710214350034 [1920, 3625, 5330, 7035, 8740]
-6239173985042147077 [1921, 3626, 5331, 7036, 8741]
4102719234136402133 [1922, 3627, 5332, 7037, 8742]
-1220049923508698543 [1923, 3628, 5333, 7038, 8743]
6288428237134021102 [1924, 3629, 5334, 7039, 8744]
2935638168888399180 [1925, 3630, 5335, 7040, 8745]
1298734434801955640 [1926, 3631, 5336, 7041, 8746]
-5026913752628717593 [1927, 3632, 5337, 7042, 8747]
3716443470462064256 [1928, 3633, 5338, 7043, 8748]
6066477833537907083 [1929, 3634, 5339, 7044, 8749]
-4004696523613996555 [1930, 3635, 5340, 7045, 8750]
1040009264761190288 [1931, 3636, 5341, 7046, 8751]
6969488425376080042 [1932, 3637, 5342, 7047, 8752]
1256728684047923914 [1934, 3639, 5344, 7049, 8754]
3146042754406747081 [1935, 3640, 5345, 7050, 8755]
930264509457706199 [1936, 3641, 5346, 7051, 8756]
-3790451381189790331 [1937, 3642, 5347, 7052, 8757]
-3735956015297611832 [1938, 3643, 5348, 7053, 8758]
8868077809569223069 [1939, 3644, 5349, 7054, 8759]
-5606661516171993028 [1940, 3645, 5350, 7055, 8760]
-6716481620799442160 [1941, 3646, 5351, 7056, 8761]
-1721478775551485845 [1942, 3647, 5352, 7057, 8762]
549093085228843590 [1943, 3648, 5353, 7058, 8763]
149557879273235303 [1944, 3649, 5354, 7059, 8764]
-2756413374627576607 [1945, 3650, 5355, 7060, 8765]
8005640650680906428 [1946, 3651, 5356, 7061, 8766]
-3274523509661098545 [1947, 3652, 5357, 7062, 8767]
4966546683732419978 [1948, 3653, 5358, 7063, 8768]
-699570936697303498 [1949, 3654, 5359, 7064, 8769]
6033070190309611024 [1950, 3655, 5360, 7065, 8770]
-7474863962100707968 [1951, 3656, 5361, 7066, 8771]
3904461674630092548 [1952, 3657, 5362, 7067, 8772]
-6591956206767524344 [1953, 3658, 5363, 7068, 8773]
-2997610477975972920 [1954, 3659, 5364, 7069, 8774]
-7363206653246729526 [1955, 3660, 5365, 7070, 8775]
5233199211823393822 [1956, 3661, 5366, 7071, 8776]
7484739461777107642 [1957, 3662, 5367, 7072, 8777]
438983260568754521 [1958, 3663, 5368, 7073, 8778]
3389181458434551849 [1959, 3664, 5369, 7074, 8779]
-2037807647665743584 [1960, 3665, 5370, 7075, 8780]
3514658058466843104 [1961, 3666, 5371, 7076, 8781]
-7333385993886596818 [1962, 3667, 5372, 7077, 8782]
4174938613083642536 [1963, 3668, 5373, 7078, 8783]
-4841370993554867854 [1964, 3669, 5374, 7079, 8784]
8082302863942885083 [1965, 3670, 5375, 7080, 8785]
-8845355157703791490 [1966, 3671, 5376, 7081, 8786]
1460801174341748623 [1967, 3672, 5377, 7082, 8787]
3490359581796097589 [1968, 3673, 5378, 7083, 8788]
-7308472233567556493 [1969, 3674, 5379, 7084, 8789]
3932984391171579616 [1970, 3675, 5380, 7085, 8790]
-8765156491861200127 [1971, 3676, 5381, 7086, 8791]
-8089455246200819371 [1972, 3677, 5382, 7087, 8792]
-8121575956157692839 [1973, 3678, 5383, 7088, 8793]
-2600093925320847005 [1974, 3679, 5384, 7089, 8794]
-3925134874791989117 [1975, 3680, 5385, 7090, 8795]
-8758480548550485087 [1976, 3681, 5386, 7091, 8796]
980678259477945892 [1977, 3682, 5387, 7092, 8797]
3896553572527055857 [1978, 3683, 5388, 7093, 8798]
1185853333051312625 [1979, 3684, 5389, 7094, 8799]
8825696582026124455 [1980, 3685, 5390, 7095, 8800]
4032653982466866025 [1981, 3686, 5391, 7096, 8801]
-80630313249812567 [1982, 3687, 5392, 7097, 8802]
-3001782360582954634 [1983, 3688, 5393, 7098, 8803]
5503723397589272223 [1984, 3689, 5394, 7099, 8804]
1862744355431899861 [1985, 3690, 5395, 7100, 8805]
-2584278763794556784 [1986, 3691, 5396, 7101, 8806]
-913384923860002092 [1987, 3692, 5397, 7102, 8807]
-3736693693386798855 [1988, 3693, 5398, 7103, 8808]
-1348359092803039449 [1989, 3694, 5399, 7104, 8809]
-8080822138185183289 [1990, 3695, 5400, 7105, 8810]
-4876636758546065869 [1991, 3696, 5401, 7106, 8811]
-8676604680214694941 [1992, 3697, 5402, 7107, 8812]
-3792187664593062780 [1993, 3698, 5403, 7108, 8813]
9028586753815366619 [1994, 3699, 5404, 7109, 8814]
-8836979467737121792 [1995, 3700, 5405, 7110, 8815]
-5315120476709287140 [1996, 3701, 5406, 7111, 8816]
-4306844318729059045 [1997, 3702, 5407, 7112, 8817]
-5604681751028023186 [1998, 3703, 5408, 7113, 8818]
2515814387721419019 [1999, 3704, 5409, 7114, 8819]
6176914143563283681 [2000, 3705, 5410, 7115, 8820]
5282932014219972051 [2001, 3706, 5411, 7116, 8821]
-4642239595423671493 [2002, 3707, 5412, 7117, 8822]
-6878512409872869975 [2003, 3708, 5413, 7118, 8823]
6858083938967130662 [2004, 3709, 5414, 7119, 8824]
7504157688885913661 [2005, 3710, 5415, 7120, 8825]
-2162017548168179248 [2006, 3711, 5416, 7121, 8826]
-7658354874091302686 [2007, 3712, 5417, 7122, 8827]
-3430424136450687136 [2008, 3713, 5418, 7123, 8828]
